country,country_code_2_digit,country_code_3_digit,population,source,reported_date,confirmed cases_count,deaths_count
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-08-06,126,3
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-10-13,7,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-06-09,2,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-06-14,663,5
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-02-10,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-01-11,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-16,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-08-23,1071,3
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-08-28,4711,121
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-08-03,0,3
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-05-07,51,22
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-09-01,76,16
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-01-30,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-02-12,0,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-08-19,56,1
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-09-20,15,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-10-20,452,6
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-08-01,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-08-07,4551,74
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-05-14,224,14
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-04-16,337,28
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-02-23,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-01-03,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-05-31,257,3
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-06-27,19,1
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-10-15,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-05-08,15,1
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-06-15,9,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-06-02,5,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-05-28,18,2
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-08-04,75,1
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-08-14,101,4
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-08-26,297,14
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-02-09,0,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-04-30,2936,89
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-06-16,656,12
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-01-22,0,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-09-08,302,4
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-04-11,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-09-22,2202,3
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-10-10,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-05-14,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-01-27,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-10-23,14150,106
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-03-09,9,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-05-23,10,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-04-18,58,3
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-03-27,5,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-02-24,0,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-06-09,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-10-20,8077,91
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-01-16,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-05-01,15,1
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-09-02,147,8
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-09-06,186,1
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-03-01,1,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-10-25,178,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-05-16,0,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-05-31,983,26
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-06-04,152,9
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-07-13,216,1
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-08-13,241,1
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-03-27,8,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-05-03,7,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-03-17,3,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-03-04,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-08-26,4696,120
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-01-06,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-07-27,305,5
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-04-26,478,8
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-03-29,93,3
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-03-08,33,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-03-16,1,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-03-30,1815,23
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-03-15,71,1
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-01-03,0,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-08-31,15,1
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-03-16,69,2
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-10-02,8945,169
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-01-18,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-04-07,235,11
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-03-14,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-02-13,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-10-20,160,12
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-06-27,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-04-12,0,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-04-03,13,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-06-27,58,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-07-07,250,6
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-03-04,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-08-18,2,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-09-09,139,1
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-06-02,0,4
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-07-28,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-07-15,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-09-06,7,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-09-05,334,1
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-01-08,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-08-23,3602,9
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-10-07,2677,28
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-09-12,11,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-06-22,224,24
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-10-16,430,2
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-10-03,466,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-06-15,23,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-06-17,45,3
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-06-28,23,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-03-03,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-03-30,194,7
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-07-26,411,8
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-10-19,1192,8
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-02-15,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-04-05,922,270
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-04-15,2774,22
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-01-12,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-07-07,76,5
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-10-13,18,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-07-03,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-06-08,61,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-09-05,1732,11
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-05-01,14,2
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-08-16,238,5
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-09-19,437,1
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-01-16,0,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-04-10,64,1
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-09-01,634,3
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-10-02,453,4
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-03-02,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-06-16,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-06-24,89,3
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-09-26,1665,73
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-02-12,0,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-06-07,3,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-04-23,0,4
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-07-02,503,9
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-04-01,1035,20
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-03-08,1,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-02-15,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-09-10,93,1
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-08-30,1549,39
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-02-17,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-01-13,0,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-07-10,262,9
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-10-18,14922,279
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-09-02,5,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-04-26,30,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-01-30,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-06-30,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-09-14,0,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-05-03,11,1
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-07,6,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-03-05,55,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-01-26,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-08-14,325,6
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-04-08,161,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-06-04,7,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-09-14,1527,57
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-01-15,0,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-02-25,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-04-25,7,1
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-05-10,8,4
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-07-08,1053,19
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-06-23,35,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-09-19,234,6
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-10-25,10,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-02-13,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-02-01,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-04-10,32,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-10-21,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-08-13,5102,129
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-09-23,42,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-01-12,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-30,9,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-10-25,474,3
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-08-01,67,1
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-07-30,13,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-07-03,659,14
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-09-16,310,3
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-08-22,15,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-08-27,362,2
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-01-10,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-06-10,0,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-08-28,59,1
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-07-02,382,14
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-04-02,0,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-05-07,309,17
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-01-22,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-05-01,6,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-06-28,175,8
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-06-04,8536,178
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-05-17,0,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-04-01,15,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-08-13,1009,20
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-09,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-09-28,35,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-06-05,1,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-08-30,174,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-03-31,2858,374
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-03-20,4569,169
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-09-07,5195,61
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-01-04,0,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-04-18,7,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-04-25,577,35
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-02-08,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-02-25,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-09-20,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-07-22,0,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-07-01,43,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-01-31,0,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-05-10,289,63
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-08-01,13,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-01-03,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-01-10,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-29,1,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-02-22,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-09-11,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-03-19,29,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-04-01,501,7
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-06-30,3,4
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-09-27,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-02-25,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-08-25,68,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-07-06,73,1
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-08-03,123,5
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-03-12,1,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-07-26,137,1
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-09-08,797,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-09-24,974,28
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-01-15,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-02-29,1,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-03-29,6424,832
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-05-23,20,2
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-06-16,51,2
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-06-16,14,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-08-28,227,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-06-07,13,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-02-28,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-09-19,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-05-25,1,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-06-29,2,1
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-09-10,5,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-06-18,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-08-01,64,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-08-22,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-08-21,161,5
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-07-04,172,2
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-04-18,15,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-07-21,190,13
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-06-04,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-07-31,1,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-05-02,7,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-02-25,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-08-20,108,2
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-09-17,600,10
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-01-08,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-04-08,1154,11
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-04-09,6,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-10-25,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-07-25,252,5
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-02-26,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-05-30,516,87
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-08-17,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-07-12,542,8
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-09-10,2582,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-04-24,39,1
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-10-24,787,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-09-25,12272,114
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-08-11,816,18
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-07-15,0,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-04-02,16,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-07-26,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-07-04,20,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-04-23,49,4
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-06-29,534,5
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-06-28,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-02-21,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-10-22,630,2
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-06-14,48,1
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-05-07,7,2
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-06-15,648,9
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-02-15,0,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-07-15,726,44
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-07-28,429,11
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-01-17,0,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-06-28,1372,17
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-06-23,37,4
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-06-10,24,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-01-13,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-02-17,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-03-17,4,2
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-08-18,5114,24
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-02-20,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-09-21,111,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-27,13,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-08-03,743,5
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-02-25,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-08-04,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-05-30,33,1
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-02-24,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-05-22,70,34
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-02-18,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-01-21,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-01-28,0,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-09-27,325,2
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-04-30,15,4
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-07-02,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-04-09,52,2
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-08-12,10,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-06-23,143,12
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-09-26,248,6
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-09-28,2989,8
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-07-31,846,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-08-17,66,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-03-26,606,4
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-01-17,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-02-07,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-03-13,6,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-08-23,170,3
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-02-05,0,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-07-19,0,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-10-22,11287,30
